No,tahun,bulan,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kasus_bulanan,total_tahunan,jumlah_curah_hujan,kepadatan_penduduk
768,2018,12,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,14,108,94.9,1062.0
769,2018,1,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,27,408,50.1,756.0
770,2018,2,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,45,408,81.6,756.0
771,2018,3,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,30,408,53.975,756.0
772,2018,4,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,43,408,78.275,756.0
773,2018,5,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,25,408,45.915,756.0
774,2018,6,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,29,408,52.915,756.0
775,2018,7,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,1,408,2.6350000000000002,756.0
776,2018,8,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,2,408,4.4,756.0
777,2018,9,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,26,408,47.6,756.0
778,2018,10,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,28,408,51.95,756.0
779,2018,11,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,100,408,182.0,756.0
780,2018,12,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,52,408,94.9,756.0
781,2018,1,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,61,911,50.1,909.0
782,2018,2,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,100,911,81.6,909.0
783,2018,3,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,66,911,53.975,909.0
784,2018,4,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,96,911,78.275,909.0
785,2018,5,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,56,911,45.915,909.0
786,2018,6,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,65,911,52.915,909.0
787,2018,7,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,3,911,2.6350000000000002,909.0
788,2018,8,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,5,911,4.4,909.0
789,2018,9,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,58,911,47.6,909.0
790,2018,10,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,63,911,51.95,909.0
791,2018,11,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,222,911,182.0,909.0
792,2018,12,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,116,911,94.9,909.0
793,2018,1,32,JAWA BARAT,3213,KABUPATEN SUBANG,10,143,50.1,825.0
794,2018,2,32,JAWA BARAT,3213,KABUPATEN SUBANG,16,143,81.6,825.0
795,2018,3,32,JAWA BARAT,3213,KABUPATEN SUBANG,10,143,53.975,825.0
796,2018,4,32,JAWA BARAT,3213,KABUPATEN SUBANG,15,143,78.275,825.0
797,2018,5,32,JAWA BARAT,3213,KABUPATEN SUBANG,9,143,45.915,825.0
798,2018,6,32,JAWA BARAT,3213,KABUPATEN SUBANG,10,143,52.915,825.0
799,2018,7,32,JAWA BARAT,3213,KABUPATEN SUBANG,1,143,2.6350000000000002,825.0
800,2018,8,32,JAWA BARAT,3213,KABUPATEN SUBANG,1,143,4.4,825.0
801,2018,9,32,JAWA BARAT,3213,KABUPATEN SUBANG,9,143,47.6,825.0
802,2018,10,32,JAWA BARAT,3213,KABUPATEN SUBANG,10,143,51.95,825.0
803,2018,11,32,JAWA BARAT,3213,KABUPATEN SUBANG,35,143,182.0,825.0
804,2018,12,32,JAWA BARAT,3213,KABUPATEN SUBANG,18,143,94.9,825.0
805,2018,1,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,18,263,50.1,1134.0
806,2018,2,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,29,263,81.6,1134.0
807,2018,3,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,19,263,53.975,1134.0
808,2018,4,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,28,263,78.275,1134.0
809,2018,5,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,16,263,45.915,1134.0
810,2018,6,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,19,263,52.915,1134.0
811,2018,7,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,1,263,2.6350000000000002,1134.0
812,2018,8,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,2,263,4.4,1134.0
813,2018,9,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,17,263,47.6,1134.0
814,2018,10,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,18,263,51.95,1134.0
815,2018,11,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,64,263,182.0,1134.0
816,2018,12,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,33,263,94.9,1134.0
817,2018,1,32,JAWA BARAT,3215,KABUPATEN KARAWANG,4,60,50.1,1375.0
818,2018,2,32,JAWA BARAT,3215,KABUPATEN KARAWANG,7,60,81.6,1375.0
819,2018,3,32,JAWA BARAT,3215,KABUPATEN KARAWANG,4,60,53.975,1375.0
820,2018,4,32,JAWA BARAT,3215,KABUPATEN KARAWANG,6,60,78.275,1375.0
821,2018,5,32,JAWA BARAT,3215,KABUPATEN KARAWANG,4,60,45.915,1375.0
822,2018,6,32,JAWA BARAT,3215,KABUPATEN KARAWANG,4,60,52.915,1375.0
823,2018,7,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0,60,2.6350000000000002,1375.0
824,2018,8,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0,60,4.4,1375.0
825,2018,9,32,JAWA BARAT,3215,KABUPATEN KARAWANG,4,60,47.6,1375.0
826,2018,10,32,JAWA BARAT,3215,KABUPATEN KARAWANG,4,60,51.95,1375.0
827,2018,11,32,JAWA BARAT,3215,KABUPATEN KARAWANG,15,60,182.0,1375.0
828,2018,12,32,JAWA BARAT,3215,KABUPATEN KARAWANG,8,60,94.9,1375.0
829,2018,1,32,JAWA BARAT,3216,KABUPATEN BEKASI,12,181,50.1,2156.0
830,2018,2,32,JAWA BARAT,3216,KABUPATEN BEKASI,20,181,81.6,2156.0
831,2018,3,32,JAWA BARAT,3216,KABUPATEN BEKASI,13,181,53.975,2156.0
832,2018,4,32,JAWA BARAT,3216,KABUPATEN BEKASI,19,181,78.275,2156.0
833,2018,5,32,JAWA BARAT,3216,KABUPATEN BEKASI,11,181,45.915,2156.0
834,2018,6,32,JAWA BARAT,3216,KABUPATEN BEKASI,13,181,52.915,2156.0
835,2018,7,32,JAWA BARAT,3216,KABUPATEN BEKASI,1,181,2.6350000000000002,2156.0
836,2018,8,32,JAWA BARAT,3216,KABUPATEN BEKASI,1,181,4.4,2156.0
837,2018,9,32,JAWA BARAT,3216,KABUPATEN BEKASI,12,181,47.6,2156.0
838,2018,10,32,JAWA BARAT,3216,KABUPATEN BEKASI,13,181,51.95,2156.0
839,2018,11,32,JAWA BARAT,3216,KABUPATEN BEKASI,44,181,182.0,2156.0
840,2018,12,32,JAWA BARAT,3216,KABUPATEN BEKASI,23,181,94.9,2156.0
841,2018,1,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,28,419,50.1,1263.0
842,2018,2,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,46,419,81.6,1263.0
843,2018,3,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,30,419,53.975,1263.0
844,2018,4,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,44,419,78.275,1263.0
845,2018,5,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,26,419,45.915,1263.0
846,2018,6,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,30,419,52.915,1263.0
847,2018,7,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1,419,2.6350000000000002,1263.0
848,2018,8,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,2,419,4.4,1263.0
849,2018,9,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,27,419,47.6,1263.0
850,2018,10,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,29,419,51.95,1263.0
851,2018,11,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,102,419,182.0,1263.0
852,2018,12,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,53,419,94.9,1263.0
853,2018,1,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,5,75,50.1,416.0
854,2018,2,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,8,75,81.6,416.0
855,2018,3,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,5,75,53.975,416.0
856,2018,4,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,8,75,78.275,416.0
857,2018,5,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,5,75,45.915,416.0
858,2018,6,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,5,75,52.915,416.0
859,2018,7,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0,75,2.6350000000000002,416.0
860,2018,8,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0,75,4.4,416.0
861,2018,9,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,5,75,47.6,416.0
862,2018,10,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,5,75,51.95,416.0
863,2018,11,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,18,75,182.0,416.0
864,2018,12,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,10,75,94.9,416.0
865,2018,1,32,JAWA BARAT,3271,KOTA BOGOR,49,727,50.1,8684.0
866,2018,2,32,JAWA BARAT,3271,KOTA BOGOR,79,727,81.6,8684.0
867,2018,3,32,JAWA BARAT,3271,KOTA BOGOR,53,727,53.975,8684.0
868,2018,4,32,JAWA BARAT,3271,KOTA BOGOR,76,727,78.275,8684.0
869,2018,5,32,JAWA BARAT,3271,KOTA BOGOR,45,727,45.915,8684.0
870,2018,6,32,JAWA BARAT,3271,KOTA BOGOR,52,727,52.915,8684.0
871,2018,7,32,JAWA BARAT,3271,KOTA BOGOR,3,727,2.6350000000000002,8684.0
872,2018,8,32,JAWA BARAT,3271,KOTA BOGOR,4,727,4.4,8684.0
873,2018,9,32,JAWA BARAT,3271,KOTA BOGOR,46,727,47.6,8684.0
874,2018,10,32,JAWA BARAT,3271,KOTA BOGOR,51,727,51.95,8684.0
875,2018,11,32,JAWA BARAT,3271,KOTA BOGOR,177,727,182.0,8684.0
876,2018,12,32,JAWA BARAT,3271,KOTA BOGOR,92,727,94.9,8684.0
877,2018,1,32,JAWA BARAT,3272,KOTA SUKABUMI,16,238,50.1,7146.0
878,2018,2,32,JAWA BARAT,3272,KOTA SUKABUMI,26,238,81.6,7146.0
879,2018,3,32,JAWA BARAT,3272,KOTA SUKABUMI,17,238,53.975,7146.0
880,2018,4,32,JAWA BARAT,3272,KOTA SUKABUMI,25,238,78.275,7146.0
881,2018,5,32,JAWA BARAT,3272,KOTA SUKABUMI,15,238,45.915,7146.0
882,2018,6,32,JAWA BARAT,3272,KOTA SUKABUMI,17,238,52.915,7146.0
883,2018,7,32,JAWA BARAT,3272,KOTA SUKABUMI,1,238,2.6350000000000002,7146.0
884,2018,8,32,JAWA BARAT,3272,KOTA SUKABUMI,1,238,4.4,7146.0
885,2018,9,32,JAWA BARAT,3272,KOTA SUKABUMI,15,238,47.6,7146.0
886,2018,10,32,JAWA BARAT,3272,KOTA SUKABUMI,17,238,51.95,7146.0
887,2018,11,32,JAWA BARAT,3272,KOTA SUKABUMI,58,238,182.0,7146.0
888,2018,12,32,JAWA BARAT,3272,KOTA SUKABUMI,30,238,94.9,7146.0
889,2018,1,32,JAWA BARAT,3273,KOTA BANDUNG,190,2826,50.1,14625.0
890,2018,2,32,JAWA BARAT,3273,KOTA BANDUNG,309,2826,81.6,14625.0
891,2018,3,32,JAWA BARAT,3273,KOTA BANDUNG,204,2826,53.975,14625.0
892,2018,4,32,JAWA BARAT,3273,KOTA BANDUNG,296,2826,78.275,14625.0
893,2018,5,32,JAWA BARAT,3273,KOTA BANDUNG,174,2826,45.915,14625.0
894,2018,6,32,JAWA BARAT,3273,KOTA BANDUNG,200,2826,52.915,14625.0
895,2018,7,32,JAWA BARAT,3273,KOTA BANDUNG,10,2826,2.6350000000000002,14625.0
896,2018,8,32,JAWA BARAT,3273,KOTA BANDUNG,17,2826,4.4,14625.0
897,2018,9,32,JAWA BARAT,3273,KOTA BANDUNG,180,2826,47.6,14625.0
898,2018,10,32,JAWA BARAT,3273,KOTA BANDUNG,197,2826,51.95,14625.0
899,2018,11,32,JAWA BARAT,3273,KOTA BANDUNG,689,2826,182.0,14625.0
900,2018,12,32,JAWA BARAT,3273,KOTA BANDUNG,359,2826,94.9,14625.0
901,2018,1,32,JAWA BARAT,3274,KOTA CIREBON,2,24,50.1,9036.0
902,2018,2,32,JAWA BARAT,3274,KOTA CIREBON,3,24,81.6,9036.0
903,2018,3,32,JAWA BARAT,3274,KOTA CIREBON,2,24,53.975,9036.0
904,2018,4,32,JAWA BARAT,3274,KOTA CIREBON,3,24,78.275,9036.0
905,2018,5,32,JAWA BARAT,3274,KOTA CIREBON,1,24,45.915,9036.0
906,2018,6,32,JAWA BARAT,3274,KOTA CIREBON,2,24,52.915,9036.0
907,2018,7,32,JAWA BARAT,3274,KOTA CIREBON,0,24,2.6350000000000002,9036.0
908,2018,8,32,JAWA BARAT,3274,KOTA CIREBON,0,24,4.4,9036.0
909,2018,9,32,JAWA BARAT,3274,KOTA CIREBON,2,24,47.6,9036.0
910,2018,10,32,JAWA BARAT,3274,KOTA CIREBON,2,24,51.95,9036.0
911,2018,11,32,JAWA BARAT,3274,KOTA CIREBON,6,24,182.0,9036.0
912,2018,12,32,JAWA BARAT,3274,KOTA CIREBON,3,24,94.9,9036.0
913,2018,1,32,JAWA BARAT,3275,KOTA BEKASI,42,626,50.1,11793.0
914,2018,2,32,JAWA BARAT,3275,KOTA BEKASI,68,626,81.6,11793.0
915,2018,3,32,JAWA BARAT,3275,KOTA BEKASI,45,626,53.975,11793.0
916,2018,4,32,JAWA BARAT,3275,KOTA BEKASI,66,626,78.275,11793.0
917,2018,5,32,JAWA BARAT,3275,KOTA BEKASI,39,626,45.915,11793.0
918,2018,6,32,JAWA BARAT,3275,KOTA BEKASI,44,626,52.915,11793.0
919,2018,7,32,JAWA BARAT,3275,KOTA BEKASI,2,626,2.6350000000000002,11793.0
920,2018,8,32,JAWA BARAT,3275,KOTA BEKASI,4,626,4.4,11793.0
921,2018,9,32,JAWA BARAT,3275,KOTA BEKASI,40,626,47.6,11793.0
922,2018,10,32,JAWA BARAT,3275,KOTA BEKASI,44,626,51.95,11793.0
923,2018,11,32,JAWA BARAT,3275,KOTA BEKASI,153,626,182.0,11793.0
924,2018,12,32,JAWA BARAT,3275,KOTA BEKASI,80,626,94.9,11793.0
925,2018,1,32,JAWA BARAT,3276,KOTA DEPOK,60,891,50.1,9211.0
926,2018,2,32,JAWA BARAT,3276,KOTA DEPOK,97,891,81.6,9211.0
927,2018,3,32,JAWA BARAT,3276,KOTA DEPOK,64,891,53.975,9211.0
928,2018,4,32,JAWA BARAT,3276,KOTA DEPOK,93,891,78.275,9211.0
929,2018,5,32,JAWA BARAT,3276,KOTA DEPOK,55,891,45.915,9211.0
930,2018,6,32,JAWA BARAT,3276,KOTA DEPOK,63,891,52.915,9211.0
931,2018,7,32,JAWA BARAT,3276,KOTA DEPOK,3,891,2.6350000000000002,9211.0
932,2018,8,32,JAWA BARAT,3276,KOTA DEPOK,5,891,4.4,9211.0
933,2018,9,32,JAWA BARAT,3276,KOTA DEPOK,57,891,47.6,9211.0
934,2018,10,32,JAWA BARAT,3276,KOTA DEPOK,62,891,51.95,9211.0
935,2018,11,32,JAWA BARAT,3276,KOTA DEPOK,217,891,182.0,9211.0
936,2018,12,32,JAWA BARAT,3276,KOTA DEPOK,113,891,94.9,9211.0
937,2018,1,32,JAWA BARAT,3277,KOTA CIMAHI,19,288,50.1,13964.0
938,2018,2,32,JAWA BARAT,3277,KOTA CIMAHI,31,288,81.6,13964.0
939,2018,3,32,JAWA BARAT,3277,KOTA CIMAHI,21,288,53.975,13964.0
940,2018,4,32,JAWA BARAT,3277,KOTA CIMAHI,30,288,78.275,13964.0
941,2018,5,32,JAWA BARAT,3277,KOTA CIMAHI,18,288,45.915,13964.0
942,2018,6,32,JAWA BARAT,3277,KOTA CIMAHI,20,288,52.915,13964.0
943,2018,7,32,JAWA BARAT,3277,KOTA CIMAHI,1,288,2.6350000000000002,13964.0
944,2018,8,32,JAWA BARAT,3277,KOTA CIMAHI,2,288,4.4,13964.0
945,2018,9,32,JAWA BARAT,3277,KOTA CIMAHI,18,288,47.6,13964.0
946,2018,10,32,JAWA BARAT,3277,KOTA CIMAHI,20,288,51.95,13964.0
947,2018,11,32,JAWA BARAT,3277,KOTA CIMAHI,70,288,182.0,13964.0
948,2018,12,32,JAWA BARAT,3277,KOTA CIMAHI,37,288,94.9,13964.0
949,2018,1,32,JAWA BARAT,3278,KOTA TASIKMALAYA,15,223,50.1,4158.0
950,2018,2,32,JAWA BARAT,3278,KOTA TASIKMALAYA,24,223,81.6,4158.0
951,2018,3,32,JAWA BARAT,3278,KOTA TASIKMALAYA,16,223,53.975,4158.0
952,2018,4,32,JAWA BARAT,3278,KOTA TASIKMALAYA,23,223,78.275,4158.0
953,2018,5,32,JAWA BARAT,3278,KOTA TASIKMALAYA,14,223,45.915,4158.0
954,2018,6,32,JAWA BARAT,3278,KOTA TASIKMALAYA,16,223,52.915,4158.0
955,2018,7,32,JAWA BARAT,3278,KOTA TASIKMALAYA,1,223,2.6350000000000002,4158.0
956,2018,8,32,JAWA BARAT,3278,KOTA TASIKMALAYA,1,223,4.4,4158.0
957,2018,9,32,JAWA BARAT,3278,KOTA TASIKMALAYA,14,223,47.6,4158.0
958,2018,10,32,JAWA BARAT,3278,KOTA TASIKMALAYA,16,223,51.95,4158.0
959,2018,11,32,JAWA BARAT,3278,KOTA TASIKMALAYA,54,223,182.0,4158.0
960,2018,12,32,JAWA BARAT,3278,KOTA TASIKMALAYA,28,223,94.9,4158.0
961,2018,1,32,JAWA BARAT,3279,KOTA BANJAR,7,97,50.1,1798.0
962,2018,2,32,JAWA BARAT,3279,KOTA BANJAR,11,97,81.6,1798.0
963,2018,3,32,JAWA BARAT,3279,KOTA BANJAR,7,97,53.975,1798.0
964,2018,4,32,JAWA BARAT,3279,KOTA BANJAR,10,97,78.275,1798.0
965,2018,5,32,JAWA BARAT,3279,KOTA BANJAR,6,97,45.915,1798.0
966,2018,6,32,JAWA BARAT,3279,KOTA BANJAR,7,97,52.915,1798.0
967,2018,7,32,JAWA BARAT,3279,KOTA BANJAR,0,97,2.6350000000000002,1798.0
968,2018,8,32,JAWA BARAT,3279,KOTA BANJAR,1,97,4.4,1798.0
969,2018,9,32,JAWA BARAT,3279,KOTA BANJAR,6,97,47.6,1798.0
970,2018,10,32,JAWA BARAT,3279,KOTA BANJAR,7,97,51.95,1798.0
971,2018,11,32,JAWA BARAT,3279,KOTA BANJAR,24,97,182.0,1798.0
972,2018,12,32,JAWA BARAT,3279,KOTA BANJAR,12,97,94.9,1798.0
973,2019,1,32,JAWA BARAT,3201,KABUPATEN BOGOR,149,1210,62.515,1740.0
974,2019,2,32,JAWA BARAT,3201,KABUPATEN BOGOR,186,1210,78.015,1740.0
975,2019,3,32,JAWA BARAT,3201,KABUPATEN BOGOR,195,1210,82.19,1740.0
976,2019,4,32,JAWA BARAT,3201,KABUPATEN BOGOR,207,1210,86.94,1740.0
977,2019,5,32,JAWA BARAT,3201,KABUPATEN BOGOR,119,1210,49.985,1740.0
978,2019,6,32,JAWA BARAT,3201,KABUPATEN BOGOR,39,1210,16.455000000000002,1740.0
979,2019,7,32,JAWA BARAT,3201,KABUPATEN BOGOR,19,1210,7.925,1740.0
980,2019,8,32,JAWA BARAT,3201,KABUPATEN BOGOR,5,1210,1.935,1740.0
981,2019,9,32,JAWA BARAT,3201,KABUPATEN BOGOR,3,1210,1.22,1740.0
982,2019,10,32,JAWA BARAT,3201,KABUPATEN BOGOR,4,1210,1.6949999999999998,1740.0
983,2019,11,32,JAWA BARAT,3201,KABUPATEN BOGOR,136,1210,57.17,1740.0
984,2019,12,32,JAWA BARAT,3201,KABUPATEN BOGOR,149,1210,62.720000000000006,1740.0
985,2019,1,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,76,616,62.515,620.0
986,2019,2,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,94,616,78.015,620.0
987,2019,3,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,100,616,82.19,620.0
988,2019,4,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,105,616,86.94,620.0
989,2019,5,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,61,616,49.985,620.0
990,2019,6,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20,616,16.455000000000002,620.0
991,2019,7,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,10,616,7.925,620.0
992,2019,8,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,2,616,1.935,620.0
993,2019,9,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,1,616,1.22,620.0
994,2019,10,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,2,616,1.6949999999999998,620.0
995,2019,11,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,69,616,57.17,620.0
996,2019,12,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,76,616,62.720000000000006,620.0
997,2019,1,32,JAWA BARAT,3203,KABUPATEN CIANJUR,79,643,62.515,597.0
998,2019,2,32,JAWA BARAT,3203,KABUPATEN CIANJUR,99,643,78.015,597.0
999,2019,3,32,JAWA BARAT,3203,KABUPATEN CIANJUR,104,643,82.19,597.0
1000,2019,4,32,JAWA BARAT,3203,KABUPATEN CIANJUR,110,643,86.94,597.0
1001,2019,5,32,JAWA BARAT,3203,KABUPATEN CIANJUR,63,643,49.985,597.0
1002,2019,6,32,JAWA BARAT,3203,KABUPATEN CIANJUR,21,643,16.455000000000002,597.0
1003,2019,7,32,JAWA BARAT,3203,KABUPATEN CIANJUR,10,643,7.925,597.0
1004,2019,8,32,JAWA BARAT,3203,KABUPATEN CIANJUR,2,643,1.935,597.0
1005,2019,9,32,JAWA BARAT,3203,KABUPATEN CIANJUR,2,643,1.22,597.0
1006,2019,10,32,JAWA BARAT,3203,KABUPATEN CIANJUR,2,643,1.6949999999999998,597.0
1007,2019,11,32,JAWA BARAT,3203,KABUPATEN CIANJUR,72,643,57.17,597.0
1008,2019,12,32,JAWA BARAT,3203,KABUPATEN CIANJUR,79,643,62.720000000000006,597.0
1009,2019,1,32,JAWA BARAT,3204,KABUPATEN BANDUNG,324,2635,62.515,2015.0
1010,2019,2,32,JAWA BARAT,3204,KABUPATEN BANDUNG,404,2635,78.015,2015.0
1011,2019,3,32,JAWA BARAT,3204,KABUPATEN BANDUNG,426,2635,82.19,2015.0
1012,2019,4,32,JAWA BARAT,3204,KABUPATEN BANDUNG,450,2635,86.94,2015.0
1013,2019,5,32,JAWA BARAT,3204,KABUPATEN BANDUNG,259,2635,49.985,2015.0
1014,2019,6,32,JAWA BARAT,3204,KABUPATEN BANDUNG,85,2635,16.455000000000002,2015.0
1015,2019,7,32,JAWA BARAT,3204,KABUPATEN BANDUNG,41,2635,7.925,2015.0
1016,2019,8,32,JAWA BARAT,3204,KABUPATEN BANDUNG,10,2635,1.935,2015.0
1017,2019,9,32,JAWA BARAT,3204,KABUPATEN BANDUNG,6,2635,1.22,2015.0
1018,2019,10,32,JAWA BARAT,3204,KABUPATEN BANDUNG,9,2635,1.6949999999999998,2015.0
1019,2019,11,32,JAWA BARAT,3204,KABUPATEN BANDUNG,296,2635,57.17,2015.0
1020,2019,12,32,JAWA BARAT,3204,KABUPATEN BANDUNG,325,2635,62.720000000000006,2015.0
1021,2019,1,32,JAWA BARAT,3205,KABUPATEN GARUT,94,769,62.515,743.0
1022,2019,2,32,JAWA BARAT,3205,KABUPATEN GARUT,118,769,78.015,743.0
1023,2019,3,32,JAWA BARAT,3205,KABUPATEN GARUT,124,769,82.19,743.0
1024,2019,4,32,JAWA BARAT,3205,KABUPATEN GARUT,131,769,86.94,743.0
1025,2019,5,32,JAWA BARAT,3205,KABUPATEN GARUT,76,769,49.985,743.0
1026,2019,6,32,JAWA BARAT,3205,KABUPATEN GARUT,25,769,16.455000000000002,743.0
1027,2019,7,32,JAWA BARAT,3205,KABUPATEN GARUT,12,769,7.925,743.0
1028,2019,8,32,JAWA BARAT,3205,KABUPATEN GARUT,3,769,1.935,743.0
1029,2019,9,32,JAWA BARAT,3205,KABUPATEN GARUT,2,769,1.22,743.0
1030,2019,10,32,JAWA BARAT,3205,KABUPATEN GARUT,3,769,1.6949999999999998,743.0
1031,2019,11,32,JAWA BARAT,3205,KABUPATEN GARUT,86,769,57.17,743.0
1032,2019,12,32,JAWA BARAT,3205,KABUPATEN GARUT,95,769,62.720000000000006,743.0
1033,2019,1,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,26,210,62.515,704.0
1034,2019,2,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,32,210,78.015,704.0
1035,2019,3,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,34,210,82.19,704.0
1036,2019,4,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,36,210,86.94,704.0
1037,2019,5,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,21,210,49.985,704.0
1038,2019,6,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,7,210,16.455000000000002,704.0
1039,2019,7,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3,210,7.925,704.0
1040,2019,8,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,1,210,1.935,704.0
1041,2019,9,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,1,210,1.22,704.0
1042,2019,10,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,1,210,1.6949999999999998,704.0
1043,2019,11,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,24,210,57.17,704.0
1044,2019,12,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,26,210,62.720000000000006,704.0
1045,2019,1,32,JAWA BARAT,3207,KABUPATEN CIAMIS,50,404,62.515,886.0
1046,2019,2,32,JAWA BARAT,3207,KABUPATEN CIAMIS,62,404,78.015,886.0
1047,2019,3,32,JAWA BARAT,3207,KABUPATEN CIAMIS,65,404,82.19,886.0
1048,2019,4,32,JAWA BARAT,3207,KABUPATEN CIAMIS,69,404,86.94,886.0
1049,2019,5,32,JAWA BARAT,3207,KABUPATEN CIAMIS,40,404,49.985,886.0
1050,2019,6,32,JAWA BARAT,3207,KABUPATEN CIAMIS,13,404,16.455000000000002,886.0
1051,2019,7,32,JAWA BARAT,3207,KABUPATEN CIAMIS,6,404,7.925,886.0
1052,2019,8,32,JAWA BARAT,3207,KABUPATEN CIAMIS,2,404,1.935,886.0
1053,2019,9,32,JAWA BARAT,3207,KABUPATEN CIAMIS,1,404,1.22,886.0
1054,2019,10,32,JAWA BARAT,3207,KABUPATEN CIAMIS,1,404,1.6949999999999998,886.0
1055,2019,11,32,JAWA BARAT,3207,KABUPATEN CIAMIS,45,404,57.17,886.0
1056,2019,12,32,JAWA BARAT,3207,KABUPATEN CIAMIS,50,404,62.720000000000006,886.0
1057,2019,1,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,62,505,62.515,1054.0
